annee;cnc_numero;visa;titre;genre;nationalite;distributeur;classification;date_sortie;art_et_essai;etablissements_s1;titre_clean;distributeur_clean
2023;1900020894;97905;TETSUO II : THE BODY HAMMER;FANTASTIQUE;JAPON;CARLOTTA FILMS;12;2023-05-17;NON;5;tetsuo ii : the body hammer;carlotta films
2013;2013001622;137264;TEXAS CHAINSAW 3D;HORREUR;ETATS UNIS;METROPOLITAN FILMEXPORT                                         ;16;2013-07-31;NON;129;texas chainsaw 3d;metropolitan filmexport                                         
2010;2009994797;126153;TEZA;DRAME;ETHIOPIE;ATLANTIS                                                        ;TP;2010-04-28;OUI;6;teza;atlantis                                                        
1999;1999083214;089799;TGV;COMEDIE DRAMATIQUE;FRANCE / SENEGAL;SWIFT PRODUCTIONS                                               ;TP;1999-05-05;OUI;2;tgv;swift productions                                               
2012;2012002572;134873;THAANDAVAM;AVENTURES;INDE;BR FILMS INTERNATIONAL                                          ;TPA;2012-09-26;NON;4;thaandavam;br films international                                          
2019;2019001005;;THADAM;POLICIER;INDE;NIGHT ED FILMS                                                  ;TP;2019-03-08;NON;2;thadam;night ed films                                                  
2013;2013002050;137602;THALAIVA;COMEDIE;INDE;AYNGARAN INTERNATIONAL FILMS PVT LTD;TPA;2013-08-09;NON;16;thalaiva;ayngaran international films pvt ltd
2021;2021002079;;THALAIVII TAMOUL;BIOGRAPHIE;INDE;NIGHT ED FILMS;TPA;2021-09-10;NON;21;thalaivii tamoul;night ed films
2019;2018005211;149873;THALASSO;COMEDIE;FRANCE;WILD BUNCH DISTRIBUTION                                         ;TP;2019-08-21;OUI;129;thalasso;wild bunch distribution                                         
2019;2016002256;144787;THANATOS : VIS, VAS ET REVIENS;DOCUMENTAIRE;FRANCE;TPROD                                                           ;TP;2019-10-30;NON;24;thanatos : vis, vas et reviens;tprod                                                           
2006;2006293632;116290;THANK YOU FOR SMOKING;COMEDIE;ETATS UNIS;LES FILMS DU CHERCHE MIDI;TP;2006-09-13;OUI;161;thank you for smoking;les films du cherche midi
2023;2023004917;160690;THANKSGIVING : LA SEMAINE DE L'HORREUR;HORREUR;ETATS UNIS;SONY PICTURES ENTERTAINMENT;16;2023-11-29;NON;203;thanksgiving : la semaine de l horreur;sony pictures entertainment
2018;2016000141;2016000141;THARLO LE BERGER TIBETAIN;DRAME;CHINE;ED DISTRIBUTION                                                 ;TP;2018-01-03;OUI;7;tharlo le berger tibetain;ed distribution                                                 
1997;1997293046;090233;THAT THING YOU DO;COMEDIE;ETATS UNIS;UFD;TP;1997-02-05;NON;114;that thing you do;ufd
2013;2013000287;135982;THE ACT OF KILLING;DOCUMENTAIRE;DANEMARK;ZED ZOOETHNOLOGICAL DOCUMENTARIES                               ;12A;2013-04-10;OUI;3;the act of killing;zed zooethnological documentaries                               
2014;2014001538;139677;THE ACTIVIST;THRILLER;FRANCE;BODEGA FILMS                                                    ;TP;2014-06-11;NON;2;the activist;bodega films                                                    
1996;1996283221;089545;THE ADDICTION;FANTASTIQUE;ETATS UNIS;THEATRE DU TEMPLE                                               ;12;1996-04-10;OUI;3;the addiction;theatre du temple                                               
2012;2012000165;132811;THE AMAZING SPIDER-MAN;FANTASTIQUE;ETATS UNIS;SONY PICTURES RELEASING (FRANCE)                                ;TP;2012-07-04;NON;780;the amazing spider-man;sony pictures releasing (france)                                
2014;2013003751;139408;THE AMAZING SPIDER-MAN : LE DESTIN D'UN HEROS;AVENTURES;ETATS UNIS;SONY PICTURES RELEASING (FRANCE)                                ;TP;2014-04-30;NON;760;the amazing spider-man : le destin d un heros;sony pictures releasing (france)                                
2010;2010002289;127603;THE AMERICAN;THRILLER;ETATS UNIS;MARS FILMS                                                      ;TP;2010-10-27;NON;326;the american;mars films                                                      
2016;2015003202;143701;THE ANGRY BIRDS - LE FILM;ANIMATION;ETATS UNIS;SONY PICTURES RELEASING (FRANCE)                                ;TP;2016-05-11;NON;600;the angry birds - le film;sony pictures releasing (france)                                
2001;2001293311;102533;THE ANNIVERSARY PARTY;DRAME;ETATS UNIS;METROPOLITAN FILMEXPORT                                         ;TP;2001-05-23;OUI;44;the anniversary party;metropolitan filmexport                                         
2009;2009995155;125086;THE ANSWER MAN;COMEDIE;ETATS UNIS;MK2 FILMS;TP;2009-12-30;NON;1;the answer man;mk2 films
2023;2023000550;160489;THE APPOINTMENT;HORREUR;GRANDE BRETAGNE;LES FILMS DU CAMELIA;TP;2023-10-25;OUI;3;the appointment;les films du camelia
2024;2024004394;163078;THE APPRENTICE;BIOGRAPHIE;EUROPE;METROPOLITAN FILMEXPORT;TP;2024-10-09;OUI;321;the apprentice;metropolitan filmexport
1997;1997293353;092354;THE ARRIVAL;SCIENCE FICTION;ETATS UNIS;OPENING PRODUCTION                                              ;TP;1997-09-10;NON;83;the arrival;opening production                                              
2011;2010001821;127108;THE ARTIST;COMEDIE DRAMATIQUE;FRANCE;WARNER BROS. ENTERTAINMENT FRANCE                               ;TP;2011-10-12;OUI;303;the artist;warner bros. entertainment france                               
2016;2015003117;143933;THE ASSASSIN;DRAME;TAIWAN;AD VITAM                                                        ;TP;2016-03-09;OUI;84;the assassin;ad vitam                                                        
2004;2004293782;111255;THE ASSASSINATION OF RICHARD NIXON;DRAME;ETATS UNIS;UFD;TPA;2004-10-27;OUI;81;the assassination of richard nixon;ufd
2014;2014000933;139318;THE BABY;HORREUR;ETATS UNIS;TWENTIETH CENTURY FOX FRANCE INC                                ;12;2014-05-07;NON;185;the baby;twentieth century fox france inc                                
2018;2016003443;2016003443;THE BACCHUS LADY;DRAME;COREE DU SUD;ASC DISTRIBUTION                                                ;TP;2018-08-01;OUI;20;the bacchus lady;asc distribution                                                
2000;2000293574;100293;THE BACHELOR;COMEDIE;ETATS UNIS;METROPOLITAN FILMEXPORT                                         ;TP;2000-08-16;NON;143;the bachelor;metropolitan filmexport                                         
2011;2011001142;130700;THE BALLAD OF GENESIS AND LADY JAYE;DOCUMENTAIRE;ETATS UNIS;EPICENTRE FILMS                                                 ;TP;2011-10-26;OUI;11;the ballad of genesis and lady jaye;epicentre films                                                 
2006;2006293114;114671;THE BALLAD OF JACK & ROSE;COMEDIE DRAMATIQUE;ETATS UNIS;TFM DISTRIBUTION;TP;2006-02-15;OUI;29;the ballad of jack & rose;tfm distribution
2001;2001293771;103927;THE BARBER L HOMME QUI N ETAIT PAS LA;NOIR;ETATS UNIS;SOCIETE D’EXPLOITATION DES FILMS MAJESTIC;TP;2001-11-07;OUI;160;the barber l homme qui n etait pas la;societe d’exploitation des films majestic
1998;1995293682;087897;THE BASKETBALL DIARIES;DRAME;ETATS UNIS;LES FILMS ARIANE;TPA;1998-05-06;NON;39;the basketball diaries;les films ariane
2022;2022000102;156390;THE BATMAN;POLICIER;GRANDE BRETAGNE;WARNER BROS. ENTERTAINMENT FRANCE;TPA;2022-03-02;NON;745;the batman;warner bros. entertainment france
2018;2017004176;;THE BATTLESHIP ISLAND;AVENTURES;COREE DU SUD;METROPOLITAN FILMEXPORT                                         ;12;2018-03-14;;1;the battleship island;metropolitan filmexport                                         
2013;2013001197;136704;THE BAY;HORREUR;ETATS UNIS;ARP MERMOZ;12;2013-06-19;NON;193;the bay;arp mermoz
2015;2015003508;143390;THE BEAST;THRILLER;BELGIQUE;KMBO                                                            ;16;2015-12-30;OUI;37;the beast;kmbo                                                            
2022;2022000694;156432;THE BEATLES : GET BACK THE ROOFTOP CONCERT;DOCUMENTAIRE;ETATS UNIS;THE WALT DISNEY COMPANY FRANCE;TP;2022-02-23;NON;17;the beatles : get back the rooftop concert;the walt disney company france
2005;2005993557;109350;THE BENCH;COMEDIE DRAMATIQUE;DANEMARK;LES FILMS DU LOSANGE                                            ;TPA;2005-08-17;OUI;2;the bench;les films du losange                                            
2014;2014000969;139399;THE BEST OFFER;THRILLER;ITALIE;DISTRIB FILMS                                                   ;TP;2014-04-16;OUI;81;the best offer;distrib films                                                   
2021;2021001890;156000;THE BETA TEST;THRILLER;ETATS UNIS;NEW STORY;12;2021-12-15;OUI;26;the beta test;new story
1998;1998283452;094774;THE BIBLE AND GUN CLUB;COMEDIE;ETATS UNIS;LES FILMS DU CHERCHE MIDI;TP;1998-06-10;OUI;3;the bible and gun club;les films du cherche midi
1998;1998293283;094394;THE BIG LEBOWSKI;COMEDIE;ETATS UNIS;PARAMOUNT PICTURES FRANCE                                       ;TP;1998-04-22;OUI;129;the big lebowski;paramount pictures france                                       
1999;2000293065;098464;THE BIG ONE;DOCUMENTAIRE;ETATS UNIS;MARS FILMS;TP;1999-11-10;OUI;3;the big one;mars films
2015;2015003476;143293;THE BIG SHORT : LE CASSE DU SIECLE;COMEDIE DRAMATIQUE;ETATS UNIS;PARAMOUNT PICTURES FRANCE                                       ;TP;2015-12-23;NON;307;the big short : le casse du siecle;paramount pictures france                                       
1998;1998393411;094145;THE BIG SWAP - LIBRE ECHANGE;COMEDIE DRAMATIQUE;GRANDE BRETAGNE;MK2 DIFFUSION                                                   ;12;1998-06-17;NON;25;the big swap - libre echange;mk2 diffusion                                                   
2012;2012000607;132823;THE BIG YEAR;COMEDIE;ETATS UNIS;TWENTIETH CENTURY FOX FRANCE INC                                ;TP;2012-09-19;NON;10;the big year;twentieth century fox france inc                                
2024;2024001719;161840;THE BIKERIDERS;DRAME;USA;UNIVERSAL PICTURES INTERNATIONAL FRANCE SAS;TPA;2024-06-19;OUI;233;the bikeriders;universal pictures international france sas
2000;2000083811;096312;THE BIRD WATCHER;POLICIER;FRANCE / PORTUGAL;CINEMA PUBLIC FILMS                                             ;TP;2000-12-20;OUI;10;the bird watcher;cinema public films                                             
1996;1996293274;089898;THE BIRDCAGE;COMEDIE;ETATS UNIS;PARAMOUNT PICTURES FRANCE                                       ;TP;1996-05-01;NON;250;the birdcage;paramount pictures france                                       
2017;2016003676;145522;THE BIRTH OF A NATION;DRAME;ETATS UNIS;TWENTIETH CENTURY FOX FRANCE INC                                ;12;2017-01-11;NON;177;the birth of a nation;twentieth century fox france inc                                
1996;1996283416;090017;THE BITTER TEA OF GENERAL YEN;DRAME;ETATS UNIS;THEATRE DU TEMPLE                                               ;TP;1996-09-25;OUI;2;the bitter tea of general yen;theatre du temple                                               
2011;2011002130;130766;THE BLACK POWER MIXTAPE 1967-1975;DOCUMENTAIRE;SUEDE;KANIBAL FILMS                                                   ;TP;2011-11-16;OUI;9;the black power mixtape 1967-1975;kanibal films                                                   
2017;2017002812;;THE BLACK PRINCE;DRAME;INDE;AANNA FILMS                                                     ;TP;2017-08-04;NON;1;the black prince;aanna films                                                     
1997;1997293357;091089;THE BLACKOUT;COMEDIE DRAMATIQUE;ETATS UNIS;COMPAGNIE INTERNATIONALE DE PRODUCTIONS AUDIOVISUELLES - CIPA   ;16;1997-06-11;OUI;115;the blackout;compagnie internationale de productions audiovisuelles - cipa   
2013;2012002468;134779;THE BLING RING;DRAME;ETATS UNIS;PATHE DISTRIBUTION                                              ;TP;2013-06-12;OUI;207;the bling ring;pathe distribution                                              
2020;2019002674;153318;THE BLOND ONE;DRAME;ARGENTINE;OPTIMALE;TPA;2020-07-01;OUI;20;the blond one;optimale
2018;2018001597;149971;THE BOOKSHOP;DRAME;ESPAGNE / GRANDE BRETAGNE;SEPTIEME FACTORY                                                ;TP;2018-12-19;OUI;63;the bookshop;septieme factory                                                
2009;2009994265;124202;THE BOX;FANTASTIQUE;ETATS UNIS;WILD BUNCH                                                      ;TP;2009-11-04;NON;221;the box;wild bunch                                                      
1998;1998993224;094164;THE BOXER;DRAME;IRLANDE;PARAMOUNT PICTURES FRANCE                                       ;TP;1998-03-04;OUI;140;the boxer;paramount pictures france                                       
2016;2015004565;143832;THE BOY;HORREUR;ETATS UNIS;METROPOLITAN FILMEXPORT                                         ;12;2016-01-27;NON;155;the boy;metropolitan filmexport                                         
2020;2020000389;152375;THE BOY LA MALEDICTION DE BRAHMS;HORREUR;ETATS UNIS;METROPOLITAN FILMEXPORT;12;2020-02-26;NON;202;the boy la malediction de brahms;metropolitan filmexport
2017;2016004565;145675;THE BOYFRIEND;COMEDIE;ETATS UNIS;TWENTIETH CENTURY FOX FRANCE INC                                ;TP;2017-01-25;NON;150;the boyfriend;twentieth century fox france inc                                
2019;2019002412;151323;THE BRA;COMEDIE DRAMATIQUE;ALLEMAGNE;BODEGA FILMS                                                    ;TP;2019-09-11;OUI;22;the bra;bodega films                                                    
1997;1997293478;092836;THE BRAVE;DRAME;ETATS UNIS;DIAPHANA DISTRIBUTION                                           ;TPA;1997-07-30;NON;133;the brave;diaphana distribution                                           
2008;2008083598;116475;THE BROKEN;DRAME;GRANDE BRETAGNE / FRANCE;GAUMONT                                                         ;TPA;2008-11-26;NON;24;the broken;gaumont                                                         
2012;2012003175;135388;THE BROOKLYN BROTHERS;COMEDIE;ETATS UNIS;FILMS SANS FRONTIERES                                           ;TP;2012-11-28;NON;14;the brooklyn brothers;films sans frontieres                                           
2004;2004293247;109304;THE BROWN BUNNY;DRAME;ETATS UNIS;MARS DISTRIBUTION;16;2004-04-07;OUI;17;the brown bunny;mars distribution
2007;2007993501;117536;THE BUBBLE;DRAME;ISRAEL;AD VITAM                                                        ;TP;2007-07-04;OUI;54;the bubble;ad vitam                                                        
2018;2018000801;148846;THE CAKEMAKER;DRAME;ISRAEL;CORNU YOHANN GILLES                                             ;TP;2018-06-06;OUI;29;the cakemaker;cornu yohann gilles                                             
2013;2013001156;136652;THE CALL;THRILLER;ETATS UNIS;UGC DISTRIBUTION                                                ;12;2013-05-29;NON;216;the call;ugc distribution                                                
2014;2014000240;139027;THE CANYONS;THRILLER;ETATS UNIS;RECIDIVE                                                        ;12;2014-03-19;OUI;38;the canyons;recidive                                                        
